living area,number of floors,Built Year,Price,bedrooms,bathrooms
2070,1.0,1941,699950,4,2.0
2520,2.0,2014,689950,4,2.75
1820,1.0,1960,680000,3,2.25
2460,1.0,1965,640000,4,2.5
1780,1.0,1925,639950,2,1.75
2010,2.0,2014,639000,3,2.5
1530,1.0,1981,620000,4,2.25
2670,2.0,1999,603000,4,2.5
1810,1.0,1977,600000,4,1.75
1650,3.0,2014,599000,3,1.75
2220,1.0,1989,585000,3,1.75
2770,2.0,1983,575000,2,1.75
3150,2.0,1990,570000,3,2.5
2060,2.0,1983,543000,4,2.25
1650,1.0,1976,539900,3,1.75
3040,2.0,2005,538900,5,3.0
1660,1.0,1957,535000,3,1.0
2160,1.0,1979,532500,3,2.5
3430,2.0,2001,515000,3,2.5
2610,2.0,2005,515000,3,2.5
3361,2.0,2006,511000,5,2.5
2890,1.0,1976,508000,6,2.75
970,1.0,1905,495000,2,1.0
1060,2.0,1962,476500,3,1.0
1670,2.0,2000,475200,3,2.5
1550,1.5,1926,475000,3,1.75
2460,1.0,2001,464000,3,2.5
2340,1.5,1978,459900,3,1.75
2720,3.0,1986,455000,3,2.75
4050,2.0,1996,450000,9,7.5
1290,1.0,1929,450000,3,1.0
2692,2.0,2014,436472,4,2.5
2210,2.0,1995,429000,3,3.25
2700,2.0,1986,420000,3,3.0
2300,1.0,1965,420000,3,2.75
3900,2.0,1967,415000,3,2.75
2230,2.0,2002,415000,4,2.5
1640,1.0,1968,402000,4,1.75
1460,1.0,1952,400000,3,1.0
2393,2.0,2012,400000,3,2.5
3000,2.0,2003,398950,4,3.0
930,1.0,1911,390000,2,1.0
2810,2.0,2003,386000,4,2.5
1330,1.0,1969,381000,3,1.75
1730,1.0,1991,379260,3,2.5
1930,1.0,1960,367500,4,2.25
1350,1.0,1977,366000,3,2.0
1590,2.0,2000,355000,3,2.5
1870,1.0,1975,350500,3,2.25
1320,1.0,1909,350000,3,1.5
1580,2.0,2011,349900,3,2.5
1140,1.0,1994,340000,3,2.0
2440,2.0,1998,335000,3,2.5
1700,1.0,1961,334500,3,2.0
1070,1.0,1947,327000,2,1.0
1100,1.0,1980,325000,2,1.0
1280,2.0,2006,319950,2,2.5
2150,1.0,1979,317500,4,2.5
1870,2.0,1992,314000,4,2.5
2460,2.0,2002,305000,3,2.5
1450,2.0,1994,297000,3,2.25
1440,1.0,1979,295000,3,1.75
1560,2.0,1999,292000,3,2.5
1670,2.0,1992,290700,3,2.5
1076,3.0,2006,290000,2,1.5
2860,1.0,1985,289275,3,2.0
720,1.0,1951,280000,2,1.0
1450,2.0,2011,274000,3,1.5
1390,1.0,1978,270000,3,1.75
2060,1.0,1968,269950,4,2.5
1220,1.0,1959,253500,3,1.0
770,1.0,1937,252500,2,1.0
1100,1.0,1955,233000,3,1.0
1370,1.0,1942,229000,3,1.0
1200,1.0,1979,229000,3,1.5
1230,2.0,2003,209000,3,2.0
1490,1.0,1963,205950,3,1.0
1048,1.0,1942,199950,1,1.5
1060,1.0,1962,169500,3,1.0
900,1.0,1940,140000,2,1.0
7000,1.0,1991,3200000,4,3.25
5210,2.5,1911,2200000,5,3.25
4240,2.0,2004,2190000,4,4.5
4610,2.0,2003,1650000,4,3.5
3910,2.0,1999,961500,3,2.5
3140,1.0,1989,946000,4,3.0
2710,1.0,1976,925000,4,1.75
3210,2.0,1998,915000,4,2.5
2420,2.0,1925,870000,3,1.5
1950,1.5,1911,850000,3,2.25
2400,1.0,1958,839000,4,2.75
1450,1.0,1924,822500,2,1.0
4170,2.0,2005,810000,4,3.5
1860,3.0,2014,799950,3,2.25
2720,2.0,2014,790000,4,3.5
1260,1.5,1942,785000,2,0.75
1180,1.5,1910,713000,1,1.0
2780,2.0,2001,690000,4,2.5
2250,2.0,2004,675000,3,2.5
2480,2.0,1998,640000,3,3.5
1830,1.0,1939,639000,4,1.75
1880,1.0,1955,618000,5,1.75
1440,1.5,1929,600000,3,1.0
2050,2.0,1984,595000,4,2.25
2340,2.0,1987,590000,4,2.5
1920,1.0,1919,589000,4,1.75
1720,3.0,2006,589000,3,3.0
3160,2.0,1978,540000,5,2.75
2130,2.0,1977,534950,3,2.25
2240,1.0,1979,527000,3,2.25
1710,1.0,1966,522500,3,1.75
1640,1.0,1954,500000,2,1.0
2815,2.0,2011,491000,5,3.5
1270,1.0,1959,475000,3,1.0
1050,1.0,1905,474000,2,1.0
2970,1.0,1969,469500,5,2.5
3360,2.0,1988,465000,4,2.25
1220,2.5,2008,465000,2,1.5
1600,2.0,1987,455000,3,2.5
2800,2.0,2002,444000,4,3.0
1930,1.0,1961,432500,3,2.5
1320,1.0,1959,425000,3,1.0
2020,1.0,1975,420000,3,2.0
2060,1.0,1967,420000,3,2.5
1070,1.0,1940,406650,2,1.0
1090,1.0,1981,405000,2,1.0
1060,1.0,1904,403504,4,1.0
3140,2.0,1977,401500,4,2.5
1810,2.0,1977,400000,4,1.75
1360,2.0,2003,396500,3,1.5
1790,1.0,1987,390000,4,2.75
2500,1.0,1975,390000,4,2.75
2160,1.5,1928,385000,3,1.75
2370,2.0,1966,383000,4,2.5
3060,2.0,2003,381000,5,2.75
2500,1.0,1964,380000,4,2.5
2300,2.0,2004,380000,4,2.5
1670,1.0,1968,375000,3,2.0
1940,1.0,1974,375000,4,1.75
1790,2.0,2005,370500,4,2.5
2810,1.0,1965,368500,5,1.75
2470,1.0,1985,352000,4,2.5
2260,1.0,1975,350000,4,2.5
2120,1.0,1983,330000,6,3.25
1340,1.0,1961,330000,3,1.75
1500,1.0,1989,329500,3,2.25
830,1.0,1950,327500,2,1.0
1630,2.0,1999,327000,4,2.5
1782,3.0,2000,326000,3,2.5
1960,2.0,2004,325000,4,2.5
1400,1.0,1974,325000,2,1.0
2190,2.0,1978,320000,4,2.25
2070,2.0,1996,320000,4,2.5
1900,2.0,1992,316000,3,2.25
2080,1.0,1950,315000,4,2.5
2007,2.0,2009,305950,4,2.5
2050,2.0,1978,305000,4,2.25
2340,1.0,1960,290000,4,1.75
2100,2.0,1978,283500,4,2.25
1370,2.0,1993,280000,3,2.5
1780,1.0,1960,279000,3,1.5
1400,2.0,2012,270000,3,2.25
1670,1.0,1974,268500,4,1.75
2390,2.0,1977,267500,5,3.5
1850,1.0,1992,265000,3,2.0
1660,1.0,1957,261000,3,1.0
1250,1.0,1972,255000,3,1.0
1100,1.0,1949,241450,3,1.0
1210,1.0,1985,237000,3,2.0
1360,2.0,2003,225000,2,2.5
1660,1.0,1962,225000,3,1.5
1430,2.0,1987,221000,3,2.25
1200,1.0,1986,219000,3,1.5
1010,1.0,1944,215000,2,1.0
820,1.0,1955,207000,2,1.0
1390,1.0,1980,190500,3,2.0
1400,1.0,1982,190000,2,1.5
900,1.0,1954,185000,2,1.0
670,1.0,1926,183000,2,1.0
1040,1.0,1954,172500,3,1.0
3800,2.0,1969,2400000,4,3.25
3670,2.0,1986,1220000,4,2.75
3950,2.0,1960,1050000,4,2.75
3180,2.0,1929,1050000,4,4.5
2700,2.0,2013,950000,3,2.5
1710,1.5,1926,895000,4,2.0
3070,1.0,1958,880000,4,2.5
3210,2.0,1990,870000,3,2.5
3120,1.0,1978,855000,3,2.0
3310,2.5,1900,829000,4,3.0
3040,2.0,1987,825000,3,2.75
2110,1.0,1960,802000,2,1.75
1050,1.0,1951,800000,2,1.0
3350,2.0,2014,790500,4,2.75
2840,1.0,1961,790000,4,2.75
2740,1.5,1947,775000,4,2.75
2500,1.0,1958,772000,4,2.5
2250,2.5,1909,765000,3,2.75
2250,2.0,1975,750000,3,2.25
2460,1.0,1976,750000,3,3.75
3350,2.0,2004,740000,4,3.0
2450,1.0,1958,715000,4,2.5
2580,2.0,2006,698000,3,2.5
3600,2.0,2014,679950,5,2.75
2000,1.0,1949,595000,4,1.75
1850,1.0,1940,547500,3,2.0
1900,2.0,1996,545000,3,2.5
1560,1.5,1910,539950,3,2.0
1320,3.0,2008,535000,3,2.75
1990,1.0,1968,524400,4,1.75
2280,2.0,1987,520000,4,2.5
2560,2.0,2005,518000,4,2.5
1270,1.0,1957,510500,3,1.0
1560,1.0,1978,500000,3,2.75
1460,2.0,2007,499000,3,2.5
2370,2.0,1970,490000,3,2.0
3530,2.0,1999,487500,5,3.5
3300,1.0,1980,484000,6,2.5
1170,1.0,1924,480000,2,1.75
2790,1.0,1970,478000,3,1.75
1380,1.0,1919,475000,3,1.0
2160,2.0,1982,475000,3,2.5
1170,1.0,1951,470000,3,1.0
1990,2.0,1998,470000,4,2.5
2140,1.0,1977,465000,4,2.25
1670,2.0,2000,450000,3,2.5
1780,1.0,1980,442573,3,1.75
2400,2.0,1987,435000,6,3.5
1380,1.0,1986,435000,3,2.0
1150,1.0,1957,415950,3,1.75
760,1.0,1900,415000,1,1.0
1950,2.0,2007,409000,3,2.5
1500,2.0,2000,408000,3,3.0
2927,2.0,2011,407000,4,2.5
1590,2.0,2012,395825,2,2.5
940,1.0,1925,392000,2,1.5
2360,2.0,2003,390000,3,2.0
1800,1.0,1968,385000,3,1.75
1370,1.0,1986,380000,2,2.0
2420,1.0,1965,376000,6,2.5
2100,2.0,1975,375000,4,2.25
1920,1.0,1968,372500,4,2.25
1750,1.0,1951,368000,3,1.75
2290,1.0,1950,367950,3,1.75
2000,1.0,1965,367000,3,1.75
3260,2.0,2004,365000,5,2.75
1320,3.0,1995,350000,3,2.0
1680,1.0,1991,350000,3,2.0
1660,2.0,1958,335000,2,1.75
2080,1.0,1989,330000,4,2.5
1760,1.0,1988,322000,3,2.0
3220,2.0,2002,315000,5,2.5
1880,1.0,1976,310000,4,1.75
1120,1.5,1950,309950,1,1.0
1000,1.5,1947,305000,4,1.75
2510,1.0,1977,305000,4,2.5
2100,1.0,1983,299000,3,1.75
960,1.0,1955,299000,3,1.0
1690,1.0,1997,285000,3,2.5
1010,1.0,1968,283700,1,1.75
2400,1.5,1964,278000,4,2.25
2090,1.0,1931,275000,2,1.75
1740,1.0,1962,269950,3,1.5
2120,1.0,1961,249000,3,1.75
2080,1.0,1985,231500,4,2.25
1150,1.5,1907,225000,4,1.0
1070,1.0,1994,224400,3,1.75
1150,1.0,1959,221000,3,1.0
1470,1.0,1985,220000,3,2.25
1310,1.0,1984,216000,3,1.75
1430,1.0,1968,213950,3,1.0
860,1.0,1960,207000,3,1.0
1720,1.5,1970,206325,5,2.5
880,1.0,1916,199400,2,1.0
1320,1.0,1956,199000,3,1.75
920,1.0,1969,179000,3,1.0
2800,2.0,1963,1850000,5,2.25
4160,3.0,2001,1700000,3,3.25
4960,2.0,2001,1360000,5,3.75
2710,3.0,1974,1200000,5,4.0
2910,1.0,1972,1170000,5,2.75
4590,1.0,2008,1150000,10,5.25
3700,1.0,2000,1100000,3,3.0
3430,1.0,2005,1010000,4,2.75
2390,2.0,1941,980000,3,2.25
3420,1.0,1948,975000,6,3.0
2790,2.0,1964,950000,4,2.5
3680,2.0,1986,909000,4,2.5
3690,2.0,1987,900000,4,2.5
3210,3.0,2014,889000,4,3.5
2820,2.0,1917,875000,6,3.25
2520,2.0,1944,835000,3,2.25
1850,1.5,1913,819000,3,1.75
1930,2.0,1930,800000,5,1.75
3310,2.0,2010,785000,4,3.5
2750,2.0,1989,763776,4,2.5
2840,1.0,1974,760000,4,3.0
2310,2.0,1984,727160,7,3.75
3400,2.0,1998,688000,4,3.0
2650,1.0,1954,685000,4,2.5
2300,2.0,1998,683000,3,2.5
2760,2.0,2005,682000,5,2.75
2530,2.0,1901,680000,8,2.75
2770,2.0,1957,679000,3,2.5
2160,1.5,1927,671500,5,2.75
2560,2.0,1995,655000,5,2.5
1960,2.0,1973,610000,4,2.25
2160,2.0,1998,601000,4,3.5
2270,1.0,1974,596000,4,2.25
2410,2.0,1936,550000,4,1.75
2100,1.0,1958,548000,4,2.0
1850,2.0,1985,540000,4,2.5
1630,1.0,1918,540000,4,1.75
2260,1.0,1971,540000,4,1.75
3150,2.0,2006,530000,3,2.5
2880,2.0,1980,525000,6,3.0
1810,1.0,1984,507000,3,2.25
3040,2.0,2008,500000,3,2.5
2990,2.0,1994,500000,3,2.25
2460,1.0,1972,485000,5,1.75
1130,1.0,1916,485000,2,1.0
1360,1.0,1963,466950,3,1.0
1850,1.0,1977,461000,3,2.25
1810,1.0,1977,450000,3,1.75
2450,2.0,1990,450000,3,2.5
2290,2.0,2006,450000,4,2.5
1470,1.0,1988,449950,3,1.75
1650,2.0,2003,447000,3,2.5
1480,1.0,1960,446450,3,1.5
1550,2.0,2006,445000,3,2.5
2060,2.0,1987,440000,3,2.5
2150,2.0,1988,428040,3,2.5
1700,1.0,1967,423000,4,1.75
1070,1.0,1937,415000,2,1.0
2350,2.0,1905,400000,6,2.0
1920,2.0,1998,380600,3,2.5
3120,1.0,1980,375000,3,2.0
2310,2.0,2011,375000,4,2.5
1970,1.5,1963,374950,4,1.5
2080,1.0,1969,364000,4,2.5
2200,1.0,1952,359000,3,1.75
900,1.0,1947,350000,1,1.0
1740,2.0,2008,342000,3,2.5
1120,1.0,1939,335900,2,1.0
520,1.0,1924,330000,2,0.75
1990,2.0,2002,328000,4,2.5
2320,1.0,1959,324950,4,1.75
820,1.0,1941,324000,2,1.0
2500,1.0,1962,323000,5,2.5
2020,2.0,1987,309900,3,2.5
2267,2.0,2014,306000,4,2.5
1840,2.0,1994,297000,3,2.5
2040,2.0,2003,294000,4,2.5
960,1.0,1944,289500,3,1.0
1940,1.0,1954,280000,4,1.5
1850,1.0,1956,270000,4,1.75
1300,2.0,2006,270000,3,2.0
880,1.0,1910,255000,1,0.5
1830,1.0,1977,255000,3,2.25
1320,1.0,1968,249950,3,1.75
720,1.0,1949,248500,2,1.0
2040,1.0,1910,245000,3,2.0
2110,1.0,1981,243500,3,3.0
1120,1.0,1961,225000,3,1.0
1070,1.0,1956,220000,3,1.5
1460,1.0,1957,220000,3,1.0
1400,1.0,1962,217000,3,1.0
1050,1.0,1953,169100,3,2.0
6030,2.0,1991,1830000,3,3.75
4370,2.0,1990,1500000,5,3.5
3560,2.0,2014,1400000,4,3.5
3700,2.0,1989,1290000,4,3.5
3770,2.0,1997,1040000,4,2.5
2560,2.0,1994,925000,3,3.0
3640,2.0,2005,925000,4,3.25
3950,1.0,1955,900000,4,2.75
1980,2.0,1910,900000,4,2.0
2970,2.0,2001,866800,4,3.5
3090,2.0,1988,844000,4,3.25
2970,2.0,1994,820000,3,2.5
2090,1.5,1920,785000,3,2.0
3430,2.0,2006,780000,4,2.75
2990,2.0,2003,772000,4,2.5
2280,1.0,1941,750000,3,1.75
2500,2.0,1992,740000,4,2.5
1740,1.0,1930,733000,3,1.75
3420,2.0,2007,720000,4,2.5
2930,2.0,1990,710000,3,2.75
1260,1.0,1939,661000,2,1.0
980,1.0,1942,657500,3,1.75
1340,1.5,1913,650000,3,2.0
1530,1.0,1950,640000,3,1.0
2070,1.0,1977,625000,4,2.25
2060,1.0,1921,607000,3,2.0
2680,2.0,1984,590000,3,2.25
1780,1.0,1947,555000,2,1.5
2060,1.0,1960,550000,4,2.5
1700,1.5,1925,545000,3,1.75
920,1.0,1906,514000,2,1.0
1220,3.0,2014,500000,3,1.5
1730,1.0,1977,499990,3,1.75
2740,2.0,2003,495000,4,3.0
1490,1.0,1975,490000,3,1.75
2010,1.5,1912,475000,5,2.5
2770,2.0,1991,475000,3,2.5
1340,1.0,1976,425000,3,2.5
1740,1.0,1989,405000,3,2.0
1160,2.0,2002,375000,2,1.5
1400,1.0,2002,373000,3,2.0
1010,1.5,1904,345000,3,1.0
2060,2.0,2002,343888,4,2.5
860,1.0,1907,330000,1,1.0
1040,1.0,1972,330000,3,1.0
1830,2.0,1991,300000,3,2.5
1580,1.0,1965,300000,4,2.0
1190,2.0,2014,277140,3,1.5
2180,1.0,1978,275000,4,2.5
1140,1.0,1968,269500,2,1.0
770,1.0,1943,265000,2,1.0
1350,1.0,1968,259950,3,1.5
1370,1.0,1958,249950,3,1.0
1670,1.0,1977,229999,4,2.0
1440,1.0,1981,222000,3,2.0
1200,1.0,1953,214000,3,1.0
1170,1.0,1966,207500,3,1.0
840,1.0,1994,190000,2,1.0
1050,1.0,1974,187000,2,1.75
880,1.0,1928,130000,2,1.0
3550,2.0,2004,959900,4,3.75
2840,1.0,1913,739000,5,2.5
1330,1.0,1954,320000,3,1.0
740,1.0,1942,250000,2,1.0
2810,1.5,1988,855000,4,2.5
2830,2.0,1991,710000,3,2.5
3440,2.0,1991,610000,3,2.5
1240,1.0,1973,380000,3,1.75
2570,2.0,1909,1180000,4,3.0
4610,2.0,2004,1170000,5,4.25
2430,2.0,1919,990000,4,2.5
3780,2.0,1990,980000,4,2.5
3560,2.0,2006,833000,4,3.5
1870,1.0,1951,832500,3,2.0
3520,2.0,1998,828000,4,2.5
2040,1.0,1974,726000,3,2.5
3180,1.0,1968,708000,5,2.0
2570,1.5,1911,705000,6,2.0
2780,2.0,2003,690000,4,2.5
2240,1.0,1961,649000,4,2.0
2760,2.0,2014,641000,4,3.25
2580,2.0,1991,640000,3,2.5
2360,1.0,1940,631750,3,1.75
1490,1.5,1900,625000,2,1.5
1240,1.0,1925,625000,3,1.0
2710,1.0,1961,624000,4,1.75
1830,2.0,2011,600000,2,2.5
3110,1.0,1974,580000,5,2.5
1500,1.0,1938,578000,3,1.0
1470,1.5,1900,554600,3,1.75
2890,2.0,2001,550000,4,2.5
3100,2.0,2006,539950,5,3.0
2790,2.0,1990,535000,3,2.5
2010,2.0,1986,530000,3,2.25
1740,1.5,1946,515000,4,1.5
1060,1.0,1925,510000,4,1.0
1960,1.0,1958,500000,3,1.5
1630,1.5,1948,474900,3,1.0
1370,3.0,2004,469000,3,3.25
1120,1.0,1921,469000,2,1.0
1480,2.0,2007,468000,2,2.5
1650,1.0,1975,460000,3,2.25
880,1.0,1950,454000,2,1.0
2090,1.5,1941,449000,4,2.75
2280,1.0,1957,446000,4,2.0
1530,1.0,1974,446000,4,2.5
1540,1.5,1935,442500,4,2.0
1740,1.0,1969,425000,3,2.25
1160,1.0,1917,417500,3,1.0
1480,1.0,1949,410000,2,1.0
990,1.5,1929,402500,3,1.0
1020,1.0,1969,399950,3,1.0
2020,1.0,1975,390000,4,1.75
1840,1.0,1990,380000,3,2.0
1200,1.5,1983,380000,1,1.5
1820,1.0,1967,377000,3,1.75
1440,1.5,1928,370000,3,1.0
3300,1.0,1961,360500,3,2.5
2160,1.0,1976,355000,4,1.75
840,1.0,1952,355000,2,1.0
1470,1.0,1953,352500,3,1.0
1020,1.0,1941,350000,3,1.0
1350,1.0,1949,345000,2,1.0
1250,3.0,2007,344000,3,2.25
2420,2.0,1990,339900,3,2.5
1590,2.0,1992,338000,3,2.5
1050,1.0,1951,333000,3,1.0
1850,2.0,1943,330000,3,1.75
970,1.0,1911,313300,2,1.0
1170,1.0,1907,312000,2,1.0
1180,1.0,1941,311000,2,1.75
1120,1.0,1942,311000,3,1.0
1650,1.0,1977,305000,3,1.75
860,1.0,1949,305000,2,1.0
2270,1.0,1976,304999,4,2.25
2030,1.0,1966,295450,3,2.0
960,1.0,1955,290000,3,1.0
1550,1.5,1944,280000,3,1.75
1210,1.5,1943,279000,4,1.0
940,1.0,1951,275000,2,1.0
2140,1.0,1974,271675,3,1.75
1500,1.0,1942,270000,3,1.0
1320,2.0,1986,269000,3,1.5
1400,1.0,1954,265000,5,4.0
1170,1.0,1969,255000,3,1.0
1070,1.0,1940,249000,3,1.5
1450,1.0,1978,230000,3,1.75
1680,1.0,1997,230000,4,3.0
1200,1.5,1977,213000,3,1.75
900,1.0,1938,205500,2,1.0
1770,1.0,1959,200000,5,1.75
1320,1.0,1952,159000,3,1.0
4110,2.0,2001,2300000,4,3.25
3460,2.0,1950,1750000,4,3.25
2810,2.0,1993,1570000,4,2.75
3220,2.0,2008,1210000,5,3.5
2370,2.0,2005,1060000,2,1.5
2250,1.0,1955,998800,3,2.0
2620,1.0,1950,968060,4,2.5
4050,1.0,1988,925000,5,3.5
3190,2.0,1990,870000,4,2.5
2750,2.0,1987,869900,6,4.5
3070,2.0,2009,860000,4,2.5
2510,1.5,1920,860000,5,1.75
3100,2.0,1999,792000,4,2.75
2240,1.0,1975,790000,4,2.5
2690,2.0,1987,790000,4,2.5
2120,2.0,1981,720000,3,2.25
2720,2.0,1997,709050,4,3.5
2650,2.0,2013,702000,4,2.5
2800,2.0,2003,676000,4,2.5
1890,1.5,1940,675000,4,2.0
3270,2.0,1990,650000,4,3.5
2160,1.5,1903,640000,3,2.5
2230,2.5,2013,635000,3,3.0
2110,1.0,2013,604950,3,2.5
1580,1.0,1979,602000,3,2.25
1620,2.5,2005,600000,3,1.75
870,1.0,1924,595000,2,1.5
3370,1.0,1993,592500,4,2.5
1750,1.5,1978,575000,2,1.5
2060,2.0,1990,533000,3,2.5
1520,1.0,1957,525000,3,1.75
2210,2.0,1995,509950,3,2.5
2620,2.0,2012,499990,4,2.75
3010,1.0,1973,482000,4,2.75
2120,2.0,1989,475000,4,2.5
1720,1.0,1943,465000,3,1.75
1590,2.0,1991,454000,3,2.5
1340,1.0,1950,452000,2,1.0
1250,1.0,1920,450000,2,1.75
1250,1.0,1944,443725,3,1.75
2050,1.0,1958,442000,3,1.5
2000,2.0,1979,440000,3,1.75
2780,2.0,1985,439950,4,2.25
1700,1.0,1991,429000,3,2.0
2520,1.0,1957,429000,3,1.75
1580,1.0,1985,428000,3,1.75
1130,1.0,1952,426000,3,1.0
1890,1.0,1987,423500,3,2.25
1960,1.0,1965,415000,5,1.75
1510,1.0,1939,410000,3,1.75
1509,3.0,2014,410000,3,2.5
1180,1.0,1984,400000,2,1.0
1740,2.0,1980,400000,3,2.25
2100,1.0,2010,399000,3,2.0
1820,1.0,1950,385000,4,2.0
880,1.0,1949,378500,2,1.0
1230,1.0,1954,375000,3,1.0
1520,2.0,1989,375000,3,2.5
2120,2.0,1992,374950,3,2.5
1300,1.0,1985,369000,3,1.75
2810,2.0,2001,350000,4,2.5
2382,2.0,2011,345000,4,2.5
1260,1.0,1970,335500,3,1.75
2210,2.0,2003,335000,4,2.5
2160,1.0,1965,335000,4,2.25
1480,1.0,1950,331000,2,1.0
1740,2.0,2008,330000,3,2.5
1050,1.0,1969,325000,2,1.0
1740,2.0,1999,325000,3,2.5
750,1.0,1947,325000,2,1.0
2050,2.0,1993,320000,4,2.5
1460,2.0,2007,309950,2,2.25
1520,3.0,1999,307300,2,2.0
1646,2.0,1994,305000,3,2.25
2100,2.0,2003,303000,4,2.5
1310,1.0,1967,300000,3,1.75
1640,1.0,1944,299999,4,2.0
1850,2.0,1990,295000,4,2.5
2250,2.0,2008,292500,4,2.5
1780,1.0,1964,280000,3,2.0
1894,1.5,1936,280000,2,1.75
1260,2.0,1981,277500,3,2.0
1600,1.0,1962,260000,5,1.0
960,1.0,1977,255000,2,1.0
1910,1.0,1973,253000,4,2.0
950,1.0,1932,250000,2,1.0
750,1.0,1920,250000,2,1.0
1280,1.5,1954,240000,3,1.0
2000,1.0,1979,237000,3,1.75
1320,1.0,1970,207500,3,1.75
940,1.0,1960,205000,3,1.0
1670,1.0,1958,180000,3,2.0
1470,2.0,1916,169000,3,1.5
3080,2.0,1996,2160000,3,3.5
6550,1.0,2006,1500000,4,5.5
5220,2.0,2006,1480000,4,3.5
4190,2.0,1999,1150000,3,2.5
3110,2.0,1984,960000,4,2.5
3490,1.0,1980,952000,2,1.75
3680,2.0,2008,935000,4,3.0
2010,1.0,1915,875000,3,2.0
2060,2.0,1924,840000,3,2.5
3470,3.0,2008,834800,3,3.5
3370,2.0,1912,830000,3,2.5
1290,1.0,1952,781000,3,1.5
3220,2.0,1981,768000,3,2.5
3190,2.0,1988,765000,4,2.5
4660,2.0,2003,760000,4,2.5
2110,2.0,2014,747450,3,2.5
2060,1.0,1964,746300,3,1.75
2260,1.0,1956,738950,4,2.75
3040,2.0,1966,735000,4,2.75
3070,2.0,2005,731000,4,2.5
1650,1.0,1963,710000,3,1.75
2650,2.0,1990,695000,4,2.5
3490,1.5,2009,692000,3,2.5
1010,1.0,1942,675000,3,2.0
1440,1.5,1929,656000,4,1.75
2220,2.0,1989,652500,4,2.25
3060,2.0,2004,650000,3,2.5
2130,2.0,1908,645000,3,2.0
1960,1.5,1915,640000,3,1.5
1040,1.0,1944,619790,3,1.75
1990,1.5,1927,619000,3,2.0
1900,1.0,1951,615000,3,1.75
1920,1.0,1977,605000,3,1.75
1590,2.5,2004,580000,3,2.5
1740,3.0,2008,580000,3,2.5
1540,1.0,1925,565000,3,1.75
1910,1.0,1955,565000,5,1.75
2930,1.0,1978,560000,4,2.75
2760,1.0,1974,550000,4,3.0
2360,1.0,2014,535000,4,2.75
1360,2.0,1990,532170,3,2.0
1510,3.0,2006,530000,3,3.25
2470,1.0,1940,525000,4,2.75
2840,2.0,2002,525000,4,2.5
1240,1.0,1951,525000,3,1.0
1890,1.0,1967,521000,4,2.25
2340,1.0,1929,510000,3,2.25
820,1.0,1953,508000,2,1.0
2250,2.0,1968,497000,4,2.25
1780,2.0,1995,495000,3,2.5
1200,1.0,1931,483500,3,2.0
1770,1.0,1972,480000,4,2.25
2590,2.0,2001,479000,4,2.5
1750,1.0,1952,475000,3,1.5
1710,2.0,2003,470000,3,3.25
2010,2.0,2014,462608,3,2.5
1420,1.0,1963,461000,3,1.75
2650,1.0,1979,459000,5,2.5
1610,2.0,1985,449950,3,2.25
2800,1.0,1978,440000,4,1.75
1430,1.0,1961,440000,3,1.75
2360,1.0,1978,431000,3,2.25
1240,1.0,1948,425000,3,1.0
1300,2.0,2008,417000,3,2.5
1350,1.5,1914,400000,3,1.0
2620,2.0,2014,399963,4,2.5
2130,1.0,1987,397500,3,2.0
1790,2.0,2005,397000,4,2.5
3000,2.0,2003,397000,4,2.5
1960,1.0,1950,395000,2,2.0
1320,2.0,1981,393000,3,2.0
1600,3.0,1998,392500,3,3.25
1850,1.0,1982,374000,3,2.5
2670,1.0,1990,370000,5,3.0
1910,2.0,1994,369950,4,2.5
1570,1.0,1963,367500,3,1.0
960,1.0,1985,365000,2,1.0
2200,2.0,1981,360000,3,2.25
930,1.0,1939,358000,2,1.0
2390,2.0,2003,355000,4,2.5
2010,1.0,1967,350000,3,1.0
800,1.0,1960,350000,2,1.0
880,1.0,1937,330000,2,1.0
1490,2.0,2009,327000,2,2.0
1780,2.0,1947,320000,3,1.0
780,1.0,1924,319000,2,1.0
1270,1.0,1971,316000,3,0.75
1160,2.0,2008,310000,2,1.75
2360,1.0,1955,300000,4,2.0
2320,1.0,1943,299000,4,2.0
1370,1.0,1953,296000,4,1.5
1410,1.5,1925,294350,3,1.0
1250,1.0,1979,293550,4,1.75
2220,2.0,2001,291375,4,2.5
1520,1.0,1990,279950,3,1.5
2170,1.0,1962,278000,5,1.75
1580,2.0,1993,267000,3,2.5
1680,2.0,1994,262000,3,2.5
1340,1.0,1980,260000,3,1.75
1580,1.0,1911,260000,3,1.75
1560,1.0,1979,259900,4,2.75
1260,2.0,1945,255000,2,1.0
1580,1.0,1976,249000,3,1.5
1390,1.0,1987,245000,3,2.0
1480,1.0,1980,245000,3,1.75
1340,1.0,1978,240000,3,1.0
2230,1.0,1966,235000,3,1.0
1170,1.0,1951,225000,2,1.0
1120,1.0,1968,205000,3,1.5
1300,1.0,1975,195000,3,1.0
1430,2.0,1994,185000,3,1.75
1210,1.0,1954,173250,3,2.0
1250,1.0,1978,165000,3,1.5
1120,1.0,1917,165000,3,1.0
3860,1.0,1975,2140000,4,3.25
3060,2.0,1988,1760000,3,2.25
2910,2.0,1985,1300000,2,2.5
4070,2.0,1968,993500,4,2.25
3330,2.0,1924,911100,4,3.25
3500,2.0,1977,895000,4,3.0
2900,1.0,1977,865000,5,3.0
3730,2.0,1997,840000,4,2.5
2320,1.0,1974,824000,4,2.5
